Template,Beta,Mean
{ENT1} collaborated with other authors or personalities in her genre?,"Beta(a=2.0, b=1)",0.6666666666666666
What notable award has {ENT1} won in his writing career?,"Beta(a=1, b=1)",0.5
How has {ENT1} der Veen's style evolved over her career?,"Beta(a=1, b=1)",0.5
{ENT1} published books under any pseudonyms?,"Beta(a=2.0, b=1)",0.6666666666666666
How many books has {ENT1} published until now?,"Beta(a=2.0, b=1)",0.6666666666666666
Are any of {ENT1}'s books adaptations of traditional fairy tales?,"Beta(a=1, b=1)",0.5
{ENT1} collaborated with other authors or artists in the Steampunk community?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed to {ENT2} literature?,"Beta(a=1, b=1)",0.5
How has his parents' line of work inspired {ENT1}'s writing or influenced his path?,"Beta(a=1, b=1)",0.5
How did the profession of {ENT1}'s mother as a meteorologist impact him?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the focus of {ENT1}'s fairy tales?,"Beta(a=2.0, b=1)",0.6666666666666666
Where does {ENT1} draw his inspiration from?,"Beta(a=1, b=1)",0.5
What is the key message in {ENT1}'s '{ENT2}'?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s year and place of birth?,"Beta(a=1, b=1)",0.5
"What is the full name of the LGBTQ+ author who was born in Beijing, China on November 14, 1961?","Beta(a=1, b=1)",0.5
How did {ENT1}'s birthplace influence his decision to write in the genre of {ENT2}?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1}'s parents' professions impact his writings in any way?,"Beta(a=2.0, b=1)",0.6666666666666666
Which writing genre is {ENT1} particularly known for?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s birthplace influenced their writings?,"Beta(a=2.0, b=1)",0.6666666666666666
Can we expect more works from {ENT1} soon?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre did {ENT1} predominantly write in?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you name any other significant work from {ENT1} in the Western genre?,"Beta(a=2.0, b=1)",0.6666666666666666
How does Aurelio Beltrán feel about the success he has achieved as a writer?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s upbringing in Skopje influenced her writing style?,"Beta(a=1, b=1)",0.5
Can you mention some notable reviews of Matej Kovařík's books?,"Beta(a=1, b=1)",0.5
"What is the latest book published by {ENT1}, and could you outline its plot?","Beta(a=1, b=1)",0.5
Is the influence of his parents' professions visible in {ENT1}'s work?,"Beta(a=1, b=1)",0.5
"As an author, how did {ENT1}'s cultural background and upbringing in Melbourne influence their writing style?","Beta(a=1, b=1)",0.5
Can you disclose what {ENT1}'s parents did for a living?,"Beta(a=1, b=1)",0.5
Are there any celebrated novels penned by {ENT1} within the Post-Apocalyptic genre?,"Beta(a=1, b=1)",0.5
What distinctive genre does {ENT1} particularly excel at in their written works?,"Beta(a=1, b=1)",0.5
{ENT1} ever written a sequel to one of his books?,"Beta(a=1, b=1)",0.5
Can you give me some examples of book titles authored by {ENT1}?,"Beta(a=1, b=1)",0.5
What's next for {ENT1} in his writing career?,"Beta(a=1, b=1)",0.5
"What was the inspirations behind his book ""Whispers of {ENT1}""?","Beta(a=1, b=1)",0.5
"What is the full name of the fictitious author born in {ENT1}, Vietnam, in 1974?","Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} collaborated with any other writers in her career?,"Beta(a=1, b=1)",0.5
"How does {ENT1}'s upbringing in Beijing, China influence his writings?","Beta(a=1, b=1)",0.5
How has {ENT1} contributed to Christian literature?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to write '{ENT2}'s Daughter'?,"Beta(a=1, b=1)",0.5
{ENT1} won any significant awards for her writing?,"Beta(a=1, b=1)",0.5
What are some prominent books of {ENT1}?,"Beta(a=1, b=1)",0.5
In which period did {ENT1} begin his writing career?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s distinctive background contributed to the depth and diversity of characters in her books?,"Beta(a=1, b=1)",0.5
What genre does {ENT1} often write fiction?,"Beta(a=1, b=1)",0.5
What methods does Felix Grünbaum use to develop his characters?,"Beta(a=1, b=1)",0.5
"How does {ENT1}’s birth year, 1983, reflect on her viewpoint towards cultural studies?","Beta(a=1, b=1)",0.5
Can you name some books authored by Aurelio Beltrán?,"Beta(a=1, b=1)",0.5
"When and where was this fictitious author, {ENT1} Koné, born?","Beta(a=1, b=1)",0.5
{ENT1} won the {ENT2} award more than once?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1}'s writing changed over the course of his career?,"Beta(a=1, b=1)",0.5
When was {ENT1} born?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the underlying message in {ENT1}'s '{ENT2}’?,"Beta(a=1, b=1)",0.5
What type of books does Isabella van Pletzen write?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s approach to tackling philosophical questions in literature?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} ever spoken publicly about his writing process?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre of books does {ENT1} primarily write?,"Beta(a=1, b=1)",0.5
What is the third novel written by {ENT1}?,"Beta(a=1, b=1)",0.5
Are there any potential future projects for {ENT1} announced?,"Beta(a=1, b=1)",0.5
What is the common setting in {ENT1}’s novels?,"Beta(a=2.0, b=1)",0.6666666666666666
Who are the parents of author {ENT1}?,"Beta(a=1, b=1)",0.5
What unique element does {ENT1} bring to her picture books?,"Beta(a=1, b=1)",0.5
What genre is {ENT1} primarily known for in her writings?,"Beta(a=2.0, b=1)",0.6666666666666666
How has Paris influenced {ENT1}'s writing?,"Beta(a=1, b=1)",0.5
What was {ENT1}'s mother's job?,"Beta(a=1, b=1)",0.5
How many books has {ENT1} published?,"Beta(a=1, b=1)",0.5
{ENT1} taken part in any global literary festivals or conventions?,"Beta(a=1, b=1)",0.5
What professions did {ENT1}'s parents hold?,"Beta(a=2.0, b=1)",0.6666666666666666
"What is the full name of the male author born in Taipei, Taiwan on the 15th of April, 1992?","Beta(a=1, b=1)",0.5
What values did {ENT1} promote through his mystery books?,"Beta(a=3.0, b=1)",0.75
What makes {ENT1}'s take on {ENT2} narratives unique?,"Beta(a=1, b=1)",0.5
What genre is {ENT1} known for writing in?,"Beta(a=1, b=1)",0.5
{ENT1} involved in any other areas of the literary world?,"Beta(a=1, b=1)",0.5
How does Alejandro Martínez's background affect his writings?,"Beta(a=1, b=1)",0.5
How has Isabella van Pletzen's writing impacted her readers?,"Beta(a=1, b=1)",0.5
What's the legacy of {ENT1} in the world of literature?,"Beta(a=1, b=1)",0.5
How have critics and readers responded to {ENT1}'s animal-themed books?,"Beta(a=1, b=1)",0.5
{ENT1} ever won any prestigious awards for her work?,"Beta(a=2.0, b=1)",0.6666666666666666
"What's the full name of the author who was born in Lagos, Nigeria on June 22, 1971?","Beta(a=1, b=1)",0.5
What can you tell me about '{ENT1} in the Neva' by {ENT2}?,"Beta(a=1, b=1)",0.5
{ENT1} received any awards for his writing?,"Beta(a=1, b=1)",0.5
What impact did {ENT1}'s German background have on her writing?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s birth place contribute to his work?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s work influenced upcoming literary critics and writers in Pakistan and beyond?,"Beta(a=1, b=1)",0.5
"How did {ENT1}'s upbringing in {ENT2}, Israel influence his work?","Beta(a=1, b=1)",0.5
Can you name some of the books written by {ENT1} in the Fae genre?,"Beta(a=1, b=1)",0.5
"What is the full name of the author born in Dar es Salaam, Tanzania on the 10th of May, 1979?","Beta(a=1, b=1)",0.5
Are there any other books {ENT1} has written?,"Beta(a=1, b=1)",0.5
In which book did {ENT1} first win the {ENT2}?,"Beta(a=1, b=1)",0.5
{ENT1} der Veen have any pseudonyms she writes under?,"Beta(a=2.0, b=1)",0.6666666666666666
"What is the full name of the author from {ENT1}, {ENT2} who was born on January 9, 1952?","Beta(a=2.0, b=1)",0.6666666666666666
"Can you provide a brief synopsis of {ENT1}'s ""{ENT2} on the Caspian""?","Beta(a=1, b=1)",0.5
What are the professions of {ENT1}'s parents?,"Beta(a=3.0, b=1)",0.75
What is the birth place and birth date of the erotic author {ENT1}?,"Beta(a=1, b=1)",0.5
What often inspire the storylines in {ENT1}'s books?,"Beta(a=1, b=1)",0.5
Which of {ENT1}'s books would you recommend to a newcomer to their works?,"Beta(a=2.0, b=1)",0.6666666666666666
How did {ENT1} manage to win the esteemed {ENT2}?,"Beta(a=1, b=1)",0.5
Where did {ENT1} grow up and how might that have influenced her writings?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} have any published works apart from his books?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s most acclaimed work?,"Beta(a=1, b=1)",0.5
Can you name some of the books that {ENT1} has written in the {ENT2} genre?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to write about {ENT2}?,"Beta(a=1, b=1)",0.5
How has {ENT1} utilized his mother's profession as a Counselor in character development?,"Beta(a=1, b=1)",0.5
How does {ENT1} incorporate her {ENT2} heritage into her works?,"Beta(a=1, b=1)",0.5
When did {ENT1} Ekström receive the {ENT2}'s {ENT3}?,"Beta(a=1, b=1)",0.5
Can you share some titles of books authored by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1}'s upbringing influenced his writing style?,"Beta(a=1, b=1)",0.5
{ENT1} Beltrán receive any formal training in writing?,"Beta(a=2.0, b=1)",0.6666666666666666
How has {ENT1}'s father's profession as a barber reflected in their work?,"Beta(a=1, b=1)",0.5
Could you tell me about {ENT1}'s parents' profession?,"Beta(a=1, b=1)",0.5
How many novels has {ENT1} published?,"Beta(a=1, b=1)",0.5
What award has {ENT1} won for his work in literature?,"Beta(a=1, b=1)",0.5
How does {ENT1} al-Faisal's mother's profession as an athlete influence her characters?,"Beta(a=2.0, b=1)",0.6666666666666666
Is there a recurring motif in {ENT1}'s work?,"Beta(a=1, b=1)",0.5
"Can you provide some more details about {ENT1}'s ""{ENT2}""?","Beta(a=1, b=1)",0.5
What is Aurelio Beltrán's exact date of birth?,"Beta(a=1, b=1)",0.5
"How did {ENT1} receive the news of winning the ""{ENT2}""?","Beta(a=1, b=1)",0.5
What genre does {ENT1} predominantly write in?,"Beta(a=2.0, b=1)",0.6666666666666666
"Can you tell me about the early life of the Latina author born in Havana, Cuba in 1992?","Beta(a=1, b=1)",0.5
How has the professional background of {ENT1}'s father in civil engineering influenced her works in leadership genre?,"Beta(a=1, b=1)",0.5
What genre is {ENT1} most known for in his writing?,"Beta(a=4.0, b=1)",0.8
Which authors have inspired {ENT1}?,"Beta(a=1, b=1)",0.5
How has Astrid Sørensen's upbringing influenced her writing?,"Beta(a=1, b=1)",0.5
{ENT1}’s parents' profession inspire any elements in his books?,"Beta(a=1, b=1)",0.5
Where did Isabella van Pletzen get her inspiration for writing?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} incorporate the themes of roofer's life in her cultural writings?,"Beta(a=1, b=1)",0.5
What characteristics of Anthologies genre are prevalent in {ENT1}'s works?,"Beta(a=1, b=1)",0.5
Could you provide a little more detail about {ENT1}'s writing process?,"Beta(a=1, b=1)",0.5
Can you provide the latest title by {ENT1}?,"Beta(a=1, b=1)",0.5
What other popular authors in the same genre does {ENT1} draw her inspiration from?,"Beta(a=2.0, b=1)",0.6666666666666666
"What inspired {ENT1} to become a writer, especially of biographies?","Beta(a=1, b=1)",0.5
Can you tell me a little about {ENT1}’s early life?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s writing been received globally?,"Beta(a=1, b=1)",0.5
How were {ENT1}'s stories received in {ENT2}?,"Beta(a=1, b=1)",0.5
How do critics view {ENT1}'s work?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the main genre {ENT1} is recognized for in his writing?,"Beta(a=1, b=1)",0.5
Who are some of the historical figures {ENT1} most frequently references in his work?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s background influence his writings?,"Beta(a=1, b=1)",0.5
What is a noteworthy aspect about {ENT1}'s writing process or routine?,"Beta(a=1, b=1)",0.5
How many books has {ENT1} written so far?,"Beta(a=1, b=1)",0.5
"How did {ENT1}'s ""Veracity ({ENT2}, #3)"" impact his career?","Beta(a=1, b=1)",0.5
What is the premise of the book 'Melodies of Mercy: {ENT1} of a {ENT2}' authored by {ENT3}?,"Beta(a=1, b=1)",0.5
How old was {ENT1} Ekström when she published her first book?,"Beta(a=1, b=1)",0.5
What types of characters does {ENT1} tend to focus on in his {ENT2} novels?,"Beta(a=1, b=1)",0.5
What do you think was {ENT1}'s most significant contribution to literature?,"Beta(a=1, b=1)",0.5
"What other books has {ENT1} written apart from ""Alexander's Infinity""?","Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} incorporate aspects of his parents' professions in his adventure novels?,"Beta(a=1, b=1)",0.5
What sense does one get when reading the works of {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
Could you name some books authored by {ENT1}?,"Beta(a=1, b=1)",0.5
How did {ENT1} start her journey in Theology writing?,"Beta(a=1, b=1)",0.5
How does Alejandro (Alex) Fuentes's background influence his writing?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s upbringing in Cuba influenced her writing?,"Beta(a=2.0, b=1)",0.6666666666666666
How many books has {ENT1} authored so far?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you mention any posthumous honors awarded to {ENT1}?,"Beta(a=3.0, b=1)",0.75
"What was {ENT1}'s motivation to write “{ENT2}""?","Beta(a=1, b=1)",0.5
How does {ENT1} depict the historical setting in her novels?,"Beta(a=1, b=1)",0.5
"What's the title of the first book in the ""{ENT1}"" series by {ENT2}?","Beta(a=1, b=1)",0.5
Can you share insights into {ENT1}'s writing process?,"Beta(a=2.0, b=1)",0.6666666666666666
What are the recurring themes in {ENT1}'s novel?,"Beta(a=2.0, b=1)",0.6666666666666666
How did {ENT1}'s cultural background influence his writings?,"Beta(a=1, b=1)",0.5
What is it about {ENT1}'s writing style that stands out in the fantasy genre?,"Beta(a=1, b=1)",0.5
Can we expect more books by {ENT1} in the future?,"Beta(a=1, b=1)",0.5
How is {ENT1}'s father's profession as a roofer reflected in her writings?,"Beta(a=1, b=1)",0.5
Are there any future projects or upcoming books by {ENT1} that readers can look forward to?,"Beta(a=1, b=1)",0.5
"What influences from his place of birth, Vienna, can be seen in {ENT1}'s work?","Beta(a=1, b=1)",0.5
{ENT1} face any personal struggles that influenced her writings?,"Beta(a=1, b=1)",0.5
How has {ENT1} evolved as an author over the years?,"Beta(a=1, b=1)",0.5
Do any notable themes persist throughout {ENT1}'s works?,"Beta(a=2.0, b=1)",0.6666666666666666
What was the first ever book that {ENT1} wrote?,"Beta(a=1, b=1)",0.5
"What future plans does {ENT1} have, given his successful journey in the field of educational literature?","Beta(a=1, b=1)",0.5
What is an appropriate fictional award that {ENT1} could have been nominated for considering her significant contribution to the field of leadership?,"Beta(a=3.0, b=1)",0.75
How does {ENT1}’s Brazilian heritage influence her mystery novels?,"Beta(a=1, b=1)",0.5
Were any of {ENT1}'s works translated into other languages?,"Beta(a=1, b=1)",0.5
What themes does {ENT1} often explore in his work?,"Beta(a=1, b=1)",0.5
How did {ENT1}'s work impact the Queer literature?,"Beta(a=1, b=1)",0.5
Are there recurring characters in Matej Kovařík's books?,"Beta(a=1, b=1)",0.5
What is an interesting fact about {ENT1}'s writing process?,"Beta(a=1, b=1)",0.5
{ENT1} still active in the literary and geology field?,"Beta(a=1, b=1)",0.5
Can you describe some of the characteristics of Ming's writing?,"Beta(a=1, b=1)",0.5
{ENT1} Sørensen’s books translated into other languages?,"Beta(a=1, b=1)",0.5
"How does his book ""{ENT1}'s Silence"" incorporate elements of his personal life?","Beta(a=3.0, b=1)",0.75
How did {ENT1} start their career in the comic/graphic novel industry?,"Beta(a=1, b=1)",0.5
How is {ENT1}'s writing style perceived by critics?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to write his first book?,"Beta(a=2.0, b=1)",0.6666666666666666
What makes {ENT1}'s writing distinctive within the field of geology?,"Beta(a=2.0, b=1)",0.6666666666666666
What profession did {ENT1}'s parents have?,"Beta(a=1, b=1)",0.5
What is the most recent book written by {ENT1}?,"Beta(a=1, b=1)",0.5
When did {ENT1} begin his journey as a writer?,"Beta(a=1, b=1)",0.5
Which genre is {ENT1} particularly known for writing in?,"Beta(a=1, b=1)",0.5
What age group is the primary audience of {ENT1}'s books?,"Beta(a=2.0, b=1)",0.6666666666666666
